DISCIPL,COMMONNAME,LEGALNAME,ADSTREET,ADSTATE,ADZIP5,PHONE,WEBURL,REVENUE15,LONGITUDE,LATITUDE,GSTREET
SCI,WEITKAMP OBSERVATORY AND PLANETARIUM,OTTERBEIN UNIVERSITY,1 SOUTH GROVE STREET,OH,43081, , ,95970972,-82.93551,40.12477,1 S GROVE ST
SCI,WELLS FARGO THEATER,WELLS FARGO THEATER,222 NEW YORK STREET,SD,57701, , , ,-103.21858,44.08544,222 NEW YORK STREET
SCI,WEST VIRGINIA BIOLOGICAL SURVEY MUSEUM,WEST VIRGINIA BIOLOGICAL SURVEY MUSEUM,401 HAL GREEN BOULEVARD,WV,25755, ,HTTP://WWW.MARSHALL.EDU/HERP/PAGES/MUSEUM.HTM, ,-82.44721,38.41646,401 HAL GREEN BOULEVARD
SCI,WEST VIRGINIA UNIVERSITY PLANETARIUM,STATE OF WEST VIRGINIA,135 WILLEY STREET,WV,26506,3042934961, , ,-79.95663,39.64011,PO BOX 6005
SCI,WESTERN WASHINGTON UNIVERSITY PLANETARIUM,WESTERN WASHINGTON UNIVERSITY PLANETARIUM,516 HIGH STREET,WA,98225,3606503000,HTTP://WWW.WWU.EDU/, ,-122.48733,48.73731,516 HIGH STREET
SCI,WESTON OBSERVATORY,BOSTON COLLEGE TRUSTEES,381 CONCORD ROAD,MA,2493,6175528300, ,968788877,-71.16827,42.31978,140 COMMONWEALTH HRSC 12
SCI,WETHERBEE PLANETARIUM,WETHERBEE PLANETARIUM,100 WEST ROOSEVELT AVENUE,GA,31701, ,HTTP://WWW.HERITAGECENTER.ORG, ,-84.15189,31.58144,100 WEST ROOSEVELT AVENUE
SCI,WHITWORTH FERGUSON PLANETARIUM,WHITWORTH FERGUSON PLANETARIUM,1300 ELMWOOD AVE,NY,14222,7168784911,HTTP://WWW.FERGUSONPLANETARIUM.NET, ,-78.87707,42.93322,1300 ELMWOOD AVE
SCI,WIDENER UNIVERSITY OBSERVATORY,WIDENER UNIVERSITY,1 UNIVERSITY PLACE,PA,19013,6104994000,HTTP://WWW.WIDENER.EDU/ACADEMICS/OBSERVATORY/,202198589,-75.37463,39.84979,ONE WIDENER PLACE
SCI,WILDER OBSERVATORY,AMHERST COLLEGE TRUSTEES,BOLTWOOD AVENUE,MA,1002, , ,356118724,-72.52669,42.34683,PO BOX 5000
SCI,WILEY PLANETARIUM,WILEY PLANETARIUM,HIGHWAY 8 WEST,MS,38733,6628463000,HTTP://WWW.DELTASTATE.EDU, ,-90.72505,33.74444,HIGHWAY 8 WEST
SCI,WILLIAM M. STAERKEL PLANETARIUM,WILLIAM M. STAERKEL PLANETARIUM,2400 W BRADLEY AVE,IL,61821, , , ,-88.28677,40.12752,2400 W BRADLEY AVE
SCI,WILLIAM M. THOMAS PLANETARIUM,WILLIAM M. THOMAS PLANETARIUM,1801 PANORAMA DRIVE,CA,93305,6613954011,HTTPS://WWW.BAKERSFIELDCOLLEGE.EDU/ART, ,-118.9736,35.4108,1801 PANORAMA DRIVE
SCI,WILLIAMS OBSERVATORY,GARDNER-WEBB UNIVERSITY,110 SOUTH MAIN STREET,NC,28017,7044064000,HTTP://GARDNER-WEBB.EDU,83551697,-81.6617,35.31039,PO BOX 997
SCI,WILLISTON OBSERVATORY,TRUSTEES OF MOUNT HOLYOKE COLLEGE,50 COLLEGE STREET,MA,1075,4135382000,HTTPS://WWW.MTHOLYOKE.EDU/,206477126,-72.57664,42.25539,50 COLLEGE ST
SCI,WOFFORD COLLEGE PLANETARIUM,WOFFORD COLLEGE,429 NORTH CHURCH STREET,SC,29303, , ,88656323,-81.93673,34.95658,429 N CHURCH ST
SCI,WONDERLAB MUSEUM OF SCIENCE HEALTH AND TECHNOLOGY,WONDERLAB MUSEUM OF SCIENCE HEALTH AND TECHNOLOGY,308 WEST FOURTH STREET,IN,47404, ,HTTP://WWW.WONDERLAB.ORG, ,-86.53621,39.16569,308 WEST FOURTH STREET
SCI,WOODS HOLE OCEANOGRAPHIC INSTITUTION,WOODS HOLE OCEANOGRAPHIC INSTITUTION,15 SCHOOL STREET,MA,2543, ,HTTP://WWW.WHOI.EDU, ,-70.6689,41.52425,15 SCHOOL STREET
NAT,A. JEWELL SCHOCK NATURAL HISTORY MUSEUM,A. JEWELL SCHOCK NATURAL HISTORY MUSEUM,1111 MAIN ST,NE,68787,8002289972,HTTP://WWW.WSC.EDU/MUSEUM/, ,-97.01772,42.24018,1111 MAIN ST
NAT,A.D. BUCK MUSEUM OF NATURAL HISTORY AND SCIENCE,A.D. BUCK MUSEUM OF NATURAL HISTORY AND SCIENCE,1220 EAST GRAND,OK,74653,4056286200, , ,-97.29844,36.67846,1220 EAST GRAND
NAT,ACADEMY OF NATURAL SCIENCES OF DREXEL UNIVERSITY,DREXEL UNIVERSITY,1900 BENJAMIN FRANKLIN PARKWAY,PA,19103,2152991000,HTTP://WWW.ANSP.ORG/,938599729,-75.18805,39.95789,3201 ARCH ST STE 400
NAT,ALABAMA MUSEUM OF NATURAL HISTORY,THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ALABAMA,427 6TH AVENUE NORTHEAST,AL,35487,2053487550,HTTP://ALMNH.UA.EDU/, ,-87.54843,33.20939,PO BOX 870142
NAT,AMARILLO COLLEGE NATURAL HISTORY MUSEUM,AMARILLO COLLEGE NATURAL HISTORY MUSEUM,2011 S WASHINGTON,TX,79109,8003715000, , ,-101.84841,35.19215,2011 S WASHINGTON
NAT,ANTHROPOLOGY MUSEUM,ANTHROPOLOGY MUSEUM,1425 W LINCOLN HWY,IL,60115,8157530230, , ,-88.77984,41.93071,1425 W LINCOLN HWY
NAT,BALL STATE UNIVERSITY ANTHROPOLOGY MUSEUM,BALL STATE UNIVERSITY ANTHROPOLOGY MUSEUM,2000 W UNIVERSITY AVE,IN,47306,7652891241,HTTP://CMS.BSU.EDU/, ,-85.40904,40.19774,2000 W UNIVERSITY AVE
NAT,BURKE MUSEUM OF NATURAL HISTORY AND CULTURE,BURKE MUSEUM OF NATURAL HISTORY AND CULTURE,17TH AVE NE AND 45 ST,WA,98105,2065435590,HTTP://WWW.BURKEMUSEUM.ORG/, ,-122.30548,47.66213,17TH AVE NE AND 45 ST
NAT,C.E. SMITH MUSEUM OF ANTHROPOLOGY,C.E. SMITH MUSEUM OF ANTHROPOLOGY,25800 CARLOS BEE BOULEVARD,CA,94542,5108853104,HTTP://CLASS.CSUEASTBAY.EDU/ANTHROPOLOGYMUSEUM/HOME_PAGE.PHP, ,-122.06218,37.65885,25800 CARLOS BEE BOULEVARD
NAT,CENTER FOR CULTURAL AND NATURAL HISTORY,CENTRAL MICHIGAN UNIVERSITY,103 ROWE HALL,MI,48859,9897744000,HTTPS://WWW.CMICH.EDU/ACADEMICS/PAGES/COLLEGES.ASPX, ,-84.77419,43.61374,204 WARRINER HALL
NAT,CONNECTICUT STATE MUSEUM OF NATURAL HISTORY,CONNECTICUT STATE MUSEUM OF NATURAL HISTORY,2019 HILLSIDE RD,CT,6269,8604864460, , ,-72.25182,41.80364,2019 HILLSIDE RD
NAT,D. RALPH HOSTETTER MUSEUM OF NATURAL HISTORY,EASTERN MENNONITE UNIVERSITY,1194 PARK ROAD,VA,22802,5404324000, ,50791238,-78.87798,38.47148,1200 PARK RD
NAT,DEPAUW UNIVERSITY ANTHROPOLOGY MUSEUM,DEPAUW UNIVERSITY,DEPAUW UNIVERSITY,IN,46135,7656584800, ,246208708,-86.86507,39.6488,PO BOX 37
NAT,EAST TENNESSEE STATE UNIVERSITY AND GENERAL SHALE BRICK NATURAL HISTORY MUSEUM,EAST TENNESSEE STATE UNIVERSITY AND GENERAL SHALE BRICK NATURAL HISTORY MUSEUM,1212 SUNCREST DRIVE,TN,37615,4234393659,HTTP://WWW.ETSU.EDU/NATURALHISTORYMUSEUM/, ,-82.49883,36.38592,1212 SUNCREST DRIVE
NAT,EVELYN PAYNE HATCHER MUSEUM OF ANTHROPOLOGY,EVELYN PAYNE HATCHER MUSEUM OF ANTHROPOLOGY,720 FOURTH AVE SOUTH,MN,56301, , , ,-94.15261,45.55258,720 FOURTH AVE SOUTH
NAT,FELLOW-REEVE MUSEUM OF HISTORY AND SCIENCE,FRIENDS UNIVERSITY,2100 WEST UNIVERSITY STREET,KS,67213,3162955000,HTTP://WWW.ARTCOM.COM/MUSEUMS/,47557706,-97.3668,37.67691,2100 W UNIVERSITY AVE
NAT,FLORIDA MUSEUM OF NATURAL HISTORY,UNIVERSITY OF FLORIDA,3215 HULL ROAD,FL,32611,3528462000,HTTP://WWW.FLMNH.UFL.EDU/, ,-82.35029,29.64282,PO BOX 113201
NAT,GROSSCUP MUSEUM OF ANTHROPOLOGY,GROSSCUP MUSEUM OF ANTHROPOLOGY,656 WEST KIRBY STREET,MI,48202, , , ,-83.05725,42.36368,656 WEST KIRBY STREET
NAT,HAFFENREFFER MUSEUM OF ANTHROPOLOGY,BROWN UNIVERSITY OF PROVIDENCE CONTROLLERS OFFICE,21 PROSPECT STREET,RI,2912,4018632065, ,1030235476,-71.3833,41.82923,164 ANGELL ST
NAT,HARVARD UNIVERSITY MUSEUMS OF NATURAL HISTORY,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,26 OXFORD STREET,MA,2138,6174952460,HTTP://HMNH.HARVARD.EDU,5840349457,-71.11216,42.36977,1033 MASSACHUSETTS AVE S
NAT,HOSLETT MUSEUM OF NATURAL HISTORY,LUTHER COLLEGE,700 COLLEGE DRIVE,IA,52101,5633871781,HTTP://WWW.LUTHER.EDU/GEOLOGY/,130058221,-91.80091,43.3146,700 COLLEGE DR
NAT,IDAHO MUSEUM OF NATURAL HISTORY,IDAHO STATE UNIVERSITY,921 SOUTH 8TH AVENUE,ID,83201,2082823168,HTTP://IMNH.ISU.EDU,0,-112.43335,42.86222,921 S 8TH AVE 8219
NAT,JAMES FORD BELL MUSEUM OF NATURAL HISTORY,JAMES FORD BELL MUSEUM OF NATURAL HISTORY,100 CHURCH STREET SE,MN,55455, ,HTTP://WWW.BELLMUSEUM.UMN.EDU/, ,-93.23378,44.97489,100 CHURCH STREET SE
NAT,JAMES R. SLATER MUSEUM OF NATURAL HISTORY,UNIVERSITY OF PUGET SOUND,1500 N WARNER #1088,WA,98416,2538793356,HTTP://WWW.PUGETSOUND.EDU/ACADEMICS/ACADEMIC-RESOURCES/SLATER-MUSEUM/,171161527,-122.48121,47.262,1500 N WARNER ST STOP 10
NAT,JONES ARCHAEOLOGICAL MUSEUM,THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ALABAMA,739 UNIVERSITY BLVD,AL,35487,2053712572,HTTP://MOUNDVILLE.UA.EDU, ,-87.54843,33.20939,PO BOX 870142
NAT,JOSEPH MOORE MUSEUM OF NATURAL HISTORY,EARLHAM COLLEGE,801 NATIONAL ROAD WEST,IN,47374,7659831303,HTTP://WWW.EARLHAM.EDU/JOSEPH-MOORE-MUSEUM/,90078756,-84.91992,39.82555,801 NATIONAL RD W
NAT,KEESING MUSEUM OF ANTHROPOLOGY,THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERS,450 SERRA MALL,CA,94305, , ,4936509854,-122.15183,37.4089,3145 PORTER DRIVE
NAT,KELSEY MUSEUM OF ARCHAEOLOGY,REGENTS OF THE UNIVERSITY OF MICHIGAN,434 SOUTH STATE STREET,MI,48109,7347649304, , ,-83.7389,42.25286,3003 S STATE STREET G395
NAT,LOGAN MUSEUM OF ANTHROPOLOGY,BELOIT COLLEGE,700 COLLEGE STREET,WI,53511,6083632000,HTTPS://WWW.BELOIT.EDU/LOGAN/,77785742,-89.02964,42.50302,700 COLLEGE ST
NAT,LOWELL D. HOLMES MUSEUM OF ANTHROPOLOGY,LOWELL D. HOLMES MUSEUM OF ANTHROPOLOGY,1845 N FAIRMOUNT,KS,67260,3169787068, , ,-97.28562,37.71558,1845 N FAIRMOUNT
NAT,MATSON MUSEUM OF ANTHROPOLOGY,MATSON MUSEUM OF ANTHROPOLOGY,409 CARPENTER BLDG,PA,16802,8148653853, , ,-77.86267,40.79792,409 CARPENTER BLDG
NAT,MAXWELL MUSEUM OF ANTHROPOLOGY,MAXWELL MUSEUM OF ANTHROPOLOGY,1 UNIVERSITY BLVD NE,MN,87131,5052774405, , , , ,1 UNIVERSITY BLVD NE
NAT,MCCLUNG MUSEUM OF NATURAL HISTORY AND CULTURE,MCCLUNG MUSEUM OF NATURAL HISTORY AND CULTURE,1327 CIRCLE PARK DRIVE,TN,37916,8659742144, , ,-83.93499,35.95324,1327 CIRCLE PARK DRIVE
NAT,MERRITT MUSEUM OF ANTHROPOLOGY,MERRITT MUSEUM OF ANTHROPOLOGY,12500 CAMPUS DRIVE,CA,94619,5104362607, , ,-122.16783,37.79235,12500 CAMPUS DRIVE
NAT,MOUNDVILLE ARCHAEOLOGICAL PARK,THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ALABAMA,634 MOUND PARK,AL,35474,2053712234,HTTP://MOUNDVILLE.UA.EDU, ,-87.54843,33.20939,PO BOX 870142
NAT,MUSEUM OF ANTHROPOLOGY,MUSEUM OF ANTHROPOLOGY,900 SOUTH CADY MALL,AZ,85287,4809656224, , ,-112.53852,33.69121,900 SOUTH CADY MALL
NAT,MUSEUM OF ANTHROPOLOGY,THE UNIVERSITY FOUNDATION CALIFORNIA STATE UNIVERSITY CHICO,400 WEST 1ST STREET,CA,95926,5308985397, ,9781669, , ,CSUC BUILDING 25 NO 203
NAT,MUSEUM OF ANTHROPOLOGY,MUSEUM OF ANTHROPOLOGY,615 NORTH STADIUM AVENUE,AZ,85552,9284288472,HTTP://WWW.EAC.EDU, ,-109.76296,32.84313,615 NORTH STADIUM AVENUE
NAT,MUSEUM OF ANTHROPOLOGY,MUSEUM OF ANTHROPOLOGY,1101 E UNIVERSITY AVE,CA,93741,5594424600,HTTP://WWW.FRESNOCITYCOLLEGE.EDU/INDEX.ASPX?PAGE=1133, ,-119.7994,36.76688,1101 E UNIVERSITY AVE
NAT,MUSEUM OF ANTHROPOLOGY,MUSEUM OF ANTHROPOLOGY,NUNN DRIVE,KY,41099, , , ,-84.46336,39.03231,NUNN DRIVE
NAT,MUSEUM OF ANTHROPOLOGY,UNIVERSITY OF DENVER,2000 EAST ASBURY AVENUE,CO,80208,3038712688,HTTP://WWW.DU.EDU/AHSS/INDEX.HTML,543405959,-104.96299,39.68047,2199 S UNIVERISTY BLVD
NAT,MUSEUM OF ANTHROPOLOGY,MUSEUM OF ANTHROPOLOGY,STRONG HALL 1450 JAYHAWK BLVD ROOM 230,KS,66045, , , ,-95.25018,38.95699,STRONG HALL 1450 JAYHAWK BLVD ROOM 230
NAT,MUSEUM OF ANTHROPOLOGY,MUSEUM OF ANTHROPOLOGY,SOUTH LIMESTONE,KY,40506, , , ,-84.50654,38.03919,SOUTH LIMESTONE
NAT,MUSEUM OF ANTHROPOLOGY,REGENTS OF THE UNIVERSITY OF MICHIGAN,503 THOMPSON STREET,MI,48109, , , ,-83.7389,42.25286,3003 S STATE STREET G395
NAT,MUSEUM OF ANTHROPOLOGY,MUSEUM OF ANTHROPOLOGY,100 SWALLOW HALL,MO,65201,5738823573,HTTPS://ANTHROMUSEUM.MISSOURI.EDU/, ,-92.33358,38.94946,100 SWALLOW HALL
NAT,MUSEUM OF ANTHROPOLOGY,WAKE FOREST UNIVERSITY,1834 WAKE FOREST ROAD,NC,27106, , ,496807541,-80.27798,36.13612,PO BOX 7201
NAT,MUSEUM OF ANTHROPOLOGY,MUSEUM OF ANTHROPOLOGY,FRENCH ADMINISTRATION BUILDING,WA,99164, , , ,-117.16624,46.7244,FRENCH ADMINISTRATION BUILDING
NAT,MUSEUM OF LONG ISLAND NATURAL SCIENCES,MUSEUM OF LONG ISLAND NATURAL SCIENCES,310 ADMINISTRATION BUILDING,NY,11794,5162468373, , ,-73.12433,40.90982,310 ADMINISTRATION BUILDING
NAT,MUSEUM OF NATURAL HISTORY,REGENTS OF THE UNIVERSITY OF CALIFORNIA AT BERKELEY,3101 VALLEY LIFE SCIENCES BUILDING,CA,94720, ,HTTP://BNHM.BERKELEY.EDU/, ,-122.26644,37.87426,2195 HEARST AVE ROOM 120
NAT,MUSEUM OF NATURAL HISTORY,THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS,601 E JOHN STREET,IL,61820, , , ,-88.22875,40.11685,506 S WRIGHT STREET 209
NAT,MUSEUM OF NATURAL HISTORY,MUSEUM OF NATURAL HISTORY,700 UNIVERSITY AVE,LA,71209,3183425430,HTTP://WWW.ULM.EDU/, ,-92.07224,32.52815,700 UNIVERSITY AVE
NAT,MUSEUM OF NATURAL HISTORY,MUSEUM OF NATURAL HISTORY,900 RESERVE STREET,WI,54481,7153462858,HTTP://WWW.UWSP.EDU/ERROR/PAGES/404.ASPX?WWW.UWSP.EDUP://WWW.UWSP.EDU/MUSEUM, ,-89.56972,44.5271,900 RESERVE STREET
NAT,MUSEUM OF NATURAL HISTORY,MUSEUM OF NATURAL HISTORY,656 WEST KIRBY STREET,MI,48202, , , ,-83.05725,42.36368,656 WEST KIRBY STREET
NAT,MUSEUM OF NATURAL SCIENCE,LOUISIANA STATE UNIVERSITY AND AGRICULTURAL & MECHANICAL CO,156 THOMAS BOYD HALL,LA,70803,2255782855, , ,-91.18866,30.40801,204 THOMAS BOYD HALL
NAT,MUSEUM OF NATURAL SCIENCE,WEBER STATE UNIVERSITY,3848 HARRISON BOULEVARD,UT,84408,8016266000,HTTPS://NHMU.UTAH.EDU/, ,-111.94247,41.18815,3850 DIXON PKWY DEPT 102
NAT,MUSEUM OF PALEONTOLOGY,MUSEUM OF PALEONTOLOGY,1683 NORTH CANYON ROAD,UT,84604, ,HTTP://GEOLOGY.BYU.EDU/MUSEUM/, ,-111.65618,40.25571,1683 NORTH CANYON ROAD
NAT,MUSEUM OF PALEONTOLOGY,REGENTS OF THE UNIVERSITY OF CALIFORNIA AT BERKELEY,1109 GEDDES AVENUE,MI,48109,7347640489, , ,-122.26644,37.87426,2195 HEARST AVE ROOM 120
NAT,MUSEUM OF PEOPLES AND CULTURES,MUSEUM OF PEOPLES AND CULTURES,100 EAST 700 NORTH,UT,84604,8014220020,HTTPS://MPC.BYU.EDU/PAGES/HOME.ASPX, ,-111.64683,40.23129,100 EAST 700 NORTH
NAT,MUSEUM OF VERTEBRATE NATURAL HISTORY,MUSEUM OF VERTEBRATE NATURAL HISTORY,1250 SISKIYOU BLVD,OR,97520, , , ,-122.69503,42.18696,1250 SISKIYOU BLVD
NAT,MUSEUM OF ANTHROPOLOGY,MUSUEM OF ANTHROPOLOGY,800 NORTH STATE COLLEGE,CA,92834,6572783626,HTTP://ANTHRO.FULLERTON.EDU, ,-117.88958,33.87791,800 NORTH STATE COLLEGE
NAT,NATURAL HISTORY MUSEUM,COLLEGE OF THE ATLANTIC,105 EDEN STREET,ME,4609,2072882917,HTTP://WWW.COAMUSEUM.ORG/,28663606,-68.22001,44.3924,105 EDEN ST
NAT,NATURAL HISTORY MUSEUM,NATURAL HISTORY MUSEUM,1500 SOUTH AVENUE K,NM,88130,8003673668,HTTP://WWW.ENMU.EDU, ,-103.34691,34.17482,1500 SOUTH AVENUE K
NAT,NATURAL HISTORY MUSEUM,NATURAL HISTORY MUSEUM,231 W HANCOCK ST,GA,31061,8003420471, , ,-83.22892,33.08097,231 W HANCOCK ST
NAT,NORTH MUSEUM OF NATURAL HISTORY AND SCIENCE,FRANKLIN & MARSHALL COLLEGE,400 COLLEGE AVENUE,PA,17603,7172913941, ,165035774,-76.33611,40.05834,PO BOX 3003
NAT,OKLAHOMA STATE UNIVERSITY MUSEUM OF NATURAL AND CULTURAL HISTORY,OKLAHOMA STATE UNIVERSITY MUSEUM OF NATURAL AND CULTURAL HISTORY,107 WHITEHURST,OK,74078, , , ,-97.06134,36.13413,107 WHITEHURST
NAT,ORMA J. SMITH MUSEUM OF NATURAL HISTORY,THE COLLEGE OF IDAHO INC,2112 EAST CLEVELAND BOULEVARD,ID,83605,2084595211, ,60193994,-116.67576,43.65468,2112 CLEVELAND BLVD
NAT,YALE PEABODY MUSEUM OF NATURAL HISTORY,YALE UNIVERSITY,170 WHITNEY AVENUE,CT,6511, ,HTTP://PEABODY.YALE.EDU/,3688471185,-72.92761,41.30957,PO BOX 208314
NAT,PHOEBE A. HEARST MUSEUM OF ANTHROPOLOGY,REGENTS OF THE UNIVERSITY OF CALIFORNIA AT BERKELEY,103 KROEBER HALL,CA,94720,5106437649,HTTP://HEARSTMUSEUM.BERKELEY.EDU/, ,-122.26644,37.87426,2195 HEARST AVE ROOM 120
NAT,PITTSBURG STATE UNIVERSITY NATURAL HISTORY MUSEUM,PITTSBURG STATE UNIVERSITY NATURAL HISTORY MUSEUM,1701 SOUTH BROADWAY,KS,66762,3162354732, , ,-94.70502,37.39046,1701 SOUTH BROADWAY
NAT,PRATT MUSEUM OF NATURAL HISTORY,AMHERST COLLEGE TRUSTEES,11 BARRETT HILL ROAD,MA,1002,4135422165,HTTPS://WWW.AMHERST.EDU/MUSEUMS/NATURALHISTORY,356118724,-72.52669,42.34683,PO BOX 5000
NAT,PRINCETON UNIVERSITY MUSEUM OF NATURAL HISTORY,TRUSTEES OF PRINCETON UNIVERSITY,1 NASSAU HALL,NJ,8544, , ,162392000,-74.6486,40.36031,701 CARNEGIE CENTER SUIT
NAT,RICHARD H. SCHMIDT MUSEUM OF NATURAL HISTORY,RICHARD H. SCHMIDT MUSEUM OF NATURAL HISTORY,1200 COMMERCIAL STREET,KS,66801,6203415311,HTTP://WWW.EMPORIA.EDU/SMNH/, ,-96.19482,38.42444,1200 COMMERCIAL STREET
NAT,RICHTER MUSEUM OF NATURAL HISTORY,RICHTER MUSEUM OF NATURAL HISTORY,2420 NICOLET DR,WI,54311,9204655032,HTTP://WWW.UWGB.EDU/BIODIVERSITY/RICHTER/, ,-87.92809,44.53428,2420 NICOLET DR
NAT,SAM NOBLE OKLAHOMA MUSEUM OF NATURAL HISTORY,SAM NOBLE OKLAHOMA MUSEUM OF NATURAL HISTORY,2401 CHAUTAUQUA AVENUE,OK,73072,4053254712,HTTP://WWW.SNOMNH.OU.EDU, ,-97.45005,35.19668,2401 CHAUTAUQUA AVENUE
NAT,SCHISLER MUSEUM OF WILDLIFE AND NATURAL HISTORY,SCHISLER MUSEUM OF WILDLIFE AND NATURAL HISTORY,200 PROSPECT STREET,PA,18301,5704223211,HTTP://WWW.ESU.EDU, ,-75.1775,40.997,200 PROSPECT STREET
NAT,SMITH HALL NATURAL HISTORY MUSEUM,THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ALABAMA,739 UNIVERSITY BLVD,AL,35487, , , ,-87.54843,33.20939,PO BOX 870142
NAT,SMSU MUSEUM OF NATURAL HISTORY,SMSU MUSEUM OF NATURAL HISTORY,1501 STATE ST,MN,56258, , , ,-95.77595,44.45779,1501 STATE ST
NAT,SOUTH CAROLINA INSTITUTE OF ARCHAEOLOGY AND ANTHROPOLOGY,SOUTH CAROLINA INSTITUTE OF ARCHAEOLOGY AND ANTHROPOLOGY,COLUMBIA-CAMPUS,SC,29208, , , ,-81.04599,33.98809,COLUMBIA-CAMPUS
NAT,STEPHENS MUSEUM OF NATURAL HISTORY,CENTRAL METHODIST UNIVERSITY,411 CENTRAL METHODIST SQUARE,MO,65248, ,HTTP://WWW.CENTRALMETHODIST.EDU/ABOUT/MUSEUM.PHP,43050043,-92.68421,39.14845,411 CENTRAL METHODIST SQ
NAT,STERNBERG MUSEUM OF NATURAL HISTORY,STERNBERG MUSEUM OF NATURAL HISTORY,3000 STERNBERG DRIVE,KS,67601,7856284286,HTTP://STERNBERG.FHSU.EDU/, ,-99.31038,38.89266,3000 STERNBERG DRIVE
NAT,STEVENS-CARTER NATURAL HISTORY MUSEUM,STEVENS-CARTER NATURAL HISTORY MUSEUM,709 OKLAHOMA BLVD,OK,73717, , , ,-98.66864,36.79759,709 OKLAHOMA BLVD
NAT,BOX ELDER MUSEUM OF NATURAL HISTORY,BOX ELDER MUSEUM FOUNDATION,641 E 200 NORTH,UT,84302,4352261439,HTTP://WWW.BOXELDERMUSEUM.ORG,9055,-112.00452,41.5163,641 E 200 NORTH
NAT,TREGANZA ANTHROPOLOGY MUSEUM,TREGANZA ANTHROPOLOGY MUSEUM,1600 HOLLOWAY AVE,CA,94132, , , ,-122.4766,37.72093,1600 HOLLOWAY AVE
NAT,UNIVERSITY OF COLORADO MUSEUM OF NATURAL HISTORY,REGENTS OF THE UNIVERSITY OF COLORADO,1030 BROADWAY,CO,80309,3034926892,HTTP://CUMUSEUM.COLORADO.EDU/, ,-104.98321,39.74526,1800 N GRANT ST STE 400
NAT,UNIVERSITY OF GEORGIA MUSEUM OF NATURAL HISTORY,UNIVERSITY OF GEORGIA MUSEUM OF NATURAL HISTORY,101 CEDAR STREET,GA,30602,7065421663,HTTP://NATURALHISTORY.UGA.EDU, ,-83.37347,33.9477,101 CEDAR STREET
NAT,UNIVERSITY OF IOWA MUSEUM OF NATURAL HISTORY,UNIVERSITY OF IOWA MUSEUM OF NATURAL HISTORY,101 JESSUP HALL,IA,52242,3193350481, , ,-91.54206,41.65807,101 JESSUP HALL
NAT,UNIVERSITY OF KANSAS NATURAL HISTORY MUSEUM,UNIVERSITY OF KANSAS NATURAL HISTORY MUSEUM,1345 JAYHAWK BOULEVARD,KS,66045,7858644450,HTTP://NATURALHISTORY.KU.EDU, ,-95.24295,38.95922,1345 JAYHAWK BOULEVARD
NAT,UNIVERSITY OF MICHIGAN MUSEUM OF NATURAL HISTORY,REGENTS OF THE UNIVERSITY OF MICHIGAN,1109 GEDDES AVENUE,MI,48109,7347640478, , ,-83.7389,42.25286,3003 S STATE STREET G395
NAT,UNIVERSITY OF WYOMING ANTHROPOLOGY MUSEUM,UNIVERSITY OF WYOMING,CORNER OF NINTH AND IVINSON,WY,82071, , , ,-105.60719,41.42252,1000 E UNIVERSITY AVE DE
NAT,UNIVERSITY PENNSYLVANIA MUSEUM OF ARCHAEOLOGY AND ANTHROPOLOGY,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,3260 SOUTH ST,PA,19104,2158984000,HTTP://WWW.PENN.MUSEUM/,0,-75.19276,39.95298,3451 WALNUT ST RM 308
NAT,UTAH MUSEUM OF NATURAL HISTORY,UNIVERSITY OF UTAH,301 WAKARA WAY,UT,84108,8015816927,HTTPS://NHMU.UTAH.EDU, ,-111.85185,40.76556,201 PRESIDENTS CIR RM 41
NAT,UTAH STATE UNIVERSITY MUSEUM OF ANTHROPOLOGY,UTAH STATE UNIVERSITY,0730 OLD MAIN HILL,UT,84322,4357977545,HTTP://ANTHROMUSEUM.USU.EDU/, ,-111.80901,41.75223,2400 OLD MAIN HL
NAT,WORLD MUSEUM OF NATURAL HISTORY,LA SIERRA UNIVERSITY,4500 RIVERWALK PARKWAY,CA,92515,8008745587, ,79726645,-117.49985,33.91557,4500 RIVERWALK PKWY
HST,AIR FORCE ENLISTED HERITAGE RESEARCH INSTITUTE/HERITAGE HALL,AIR FORCE ENLISTED HERITAGE RESEARCH INSTITUTE/HERITAGE HALL,550 MCDONALD STREET,AL,36114, ,HTTP://AFEHRI.MAXWELL.AF.MIL/PAGES/TOUR.HTM, ,-86.25406,32.40461,550 MCDONALD STREET
HST,AMHERST CENTER FOR RUSSIAN CULTURE,AMHERST COLLEGE TRUSTEES,11 BARRETT HILL ROAD,MA,1002,4135422350,HTTPS://WWW.AMHERST.EDU/ACADEMICLIFE/DEPARTMENTS/RUSSIAN/ACRC,356118724,-72.52669,42.34683,PO BOX 5000
